  id  |            name             |          created_at           |          updated_at           
 537 | The Roadhouse        | https://www.cheeseandburger.com/images/html5/burger_small/roadhouse.png       |               8 | 2019-08-15 12:29:33.195034-06 | 2019-08-15 12:29:33.195034-06 | If you’re the kind of person who orders a milkshake with a cheeseburger then has the audacity to drink it with a straw, please do us all a big favor and steer clear of The Roadhouse. Prepared to go toe to toe with the heartiest of appetites, this bad boy packs a punch that’ll leave your chops wondering what hit ’em.
 548 | The Mamma Mia        | https://www.cheeseandburger.com/images/html5/burger_small/mammamia.png        |               8 | 2019-08-15 12:29:33.203585-06 | 2019-08-15 12:29:33.203585-06 | It’s a little known fact: every young pizza grows up wanting to be a big and juicy cheeseburger. Unfortunately, few ever make it to the big leagues. The Mamma Mia is the proud exception. This cheeseburger features all the toppings you’d find sitting on a slice of za, with the happy addition of a beef patty.
 530 | The Farmer John      | https://www.cheeseandburger.com/images/html5/burger_small/farmerjohn.png      |               8 | 2019-08-15 12:29:33.184296-06 | 2019-08-15 12:29:33.184296-06 | If you spend your days baling hay, milking cows, or plowing fields, you know a thing or two about working up an appetite. Good thing for The Farmer John. Standing strong with a bevy of hunger-satisfying fixings, The Farmer John is for anyone who ends the day with calloused hands and a sweaty brow.
 538 | The Bohemian         | https://www.cheeseandburger.com/images/html5/burger_small/bohemian.png        |               9 | 2019-08-15 12:29:33.195135-06 | 2019-08-15 12:29:33.195135-06 | The Bohemian first rose to fame in the SoHo neighborhood of New York City. A favorite cheeseburger among the local artists, it has served as the inspiration for many world-renowned works of art. Thanks to The Bohemian’s affordability, SoHo’s starving artists have recently rebranded themselves as fully satisfied.
 547 | The Brooklyn         | https://www.cheeseandburger.com/images/html5/burger_small/brooklyn.png        |               7 | 2019-08-15 12:29:33.203396-06 | 2019-08-15 12:29:33.203396-06 | Is it a Reuben sandwich cleverly disguised as a cheeseburger, or a cheeseburger cleverly disguised as a Reuben sandwich? To this very day, the debate wages on as proponents from both sides continue to argue and plead their case to anyone willing to listen. Is a Supreme Court hearing inevitable? Stay tuned.
 532 | The Lumberjack       | https://www.cheeseandburger.com/images/html5/burger_small/lumberjack.png      |               5 | 2019-08-15 12:29:33.189257-06 | 2019-08-15 12:29:33.189257-06 | As the story goes, a guy once dropped The Lumberjack on his left foot and ended up breaking a few bones. No one showed any sympathy since he’d been holding it with only one hand. Everyone knows The Lumberjack demands the servitude of both your mitts. Needless to say, nobody signed his cast.
 544 | The Couch Potato     | https://www.cheeseandburger.com/images/html5/burger_small/couchpotato.png     |               4 | 2019-08-15 12:29:33.200881-06 | 2019-08-15 12:29:33.200881-06 | The remote control in one hand. The Couch Potato in the other. What else could a person ask for? Created for anyone with a finely honed sedentary lifestyle, The Couch Potato ensures you won’t be going anywhere anytime soon. So put the recliner in cruise control and pop open a cold one. You’ve earned it.
 535 | The Highwayman       | https://www.cheeseandburger.com/images/html5/burger_small/highwayman.png      |               7 | 2019-08-15 12:29:33.191205-06 | 2019-08-15 12:29:33.191205-06 | He’s a drifter. A nomad with ties to nobody except the road on which he travels. Chances are, you’ve encountered The Highwayman at a roadside diner, a truck stop café, or some burger joint off the beaten path. He’s not one for words, but what he lacks in conversational skills, he makes up for in other ways.
 540 | The Soutern Belle    | https://www.cheeseandburger.com/images/html5/burger_small/southernbelle.png   |               8 | 2019-08-15 12:29:33.197413-06 | 2019-08-15 12:29:33.197413-06 | Charming and graceful, The Southern Belle won’t spend time with anyone but a true gentleman. She prefers the company of a man who doesn’t talk with his mouth full or use his sleeve as a napkin. If you possess the wherewithal to refrain from such gaucheries, The Southern Belle might give you the time of day.
 549 | The Sheboygan        | https://www.cheeseandburger.com/images/html5/burger_small/sheboygan.png       |               9 | 2019-08-15 12:29:33.204076-06 | 2019-08-15 12:29:33.204076-06 | Named after the Wisconsin city from which it came, The Sheboygan has the distinction of being the only cheeseburger that can make you full just by staring at it. Stacked with more meat than the average carnivore would care to consume in one sitting, it makes no apologies if it spoils your dinner for the next few days.
 539 | The Camelot          | https://www.cheeseandburger.com/images/html5/burger_small/camelot.png         |               5 | 2019-08-15 12:29:33.195592-06 | 2019-08-15 12:29:33.195592-06 | Whoever said romance is dead never sank their teeth into The Camelot. This cheeseburger has all the toppings for a beef Patty and cheese rendezvous like you’ve never imagined. But be warned. If one drip of her Dijon mayonnaise finds its way to your shirt collar, your better half might think there’s another woman in your life.
 550 | The Waldorf          | https://www.cheeseandburger.com/images/html5/burger_small/waldorf.png         |               4 | 2019-08-15 12:29:33.204134-06 | 2019-08-15 12:29:33.204134-06 | Once served at only the poshest restaurants in New York City, rumor has it that a well-known socialite once had The Waldorf flown in by private jet to where she was vacationing in Paris. Despite a little turbulence over the Atlantic that caused a few of its toasted walnuts to shift, The Waldorf touched down in edible condition.
 542 | The Crabby Louie     | https://www.cheeseandburger.com/images/html5/burger_small/crabbylouie.png     |               6 | 2019-08-15 12:29:33.197341-06 | 2019-08-15 12:29:33.197341-06 | What do cheeseburgers and crustaceans have in common? If your answer was The Crabby Louie you are absolutely correct – and most likely you’re a surfer, beach bum, or overall supergenius, too. Layered with delicious crab meat, The Crabby Louie comes from the land of surf, sun, and sand.
 551 | The Johnny Appleseed | https://www.cheeseandburger.com/images/html5/burger_small/johnnyappleseed.png |               6 | 2019-08-15 12:29:33.205404-06 | 2019-08-15 12:29:33.205404-06 | She was an apple farmer with an orchard as far as the eye could see. He was a burger-joint owner who could flame broil with the very best. When the two serendipitously met in the express lane at the local supermarket, they could barely take their eyes off the nine items in the other’s basket. And The Johnny Appleseed was born.
